19920211,5649,27.56,100.96,29,3.3,0
19920211,15183,27.57,100.79,10,3.1,0
19920211,24634,27.57,100.81,10,3.2,0
19920217,74643,25.05,99.21,28,3.3,0
19920228,36312,27.03,104.4,20,3.5,0
19920318,31665,27.08,103.34,9,3.1,0
19920406,42196,24.46,102.88,11,3.3,0
19920410,35377,25.91,100.94,20,4.3,1
19920510,40228,26.8,103.42,14,3.2,0
19920512,19264,25.36,103.93,18,3.2,0
19920516,30776,23.27,100.1,30,4.5,1
19920516,60170,23.27,100.14,12,3.9,0
19920516,74739,23.21,100.03,31,3.1,0
19920517,74799,23.63,100.11,10,3.6,0
19920518,11420,23.21,100.11,27,3.5,0
19920527,4263,26.47,100.02,9,3.3,0
19920703,65678,22.86,102.32,12,3.3,0
19920713,70800,26.27,100.18,13,3.6,0
19920718,68819,27.03,104.49,13,3,0
19920802,20675,25.85,102.86,9,4.4,1
19920807,31402,23.2,103.88,9,4.2,1
19920916,59205,25.53,99.9,2,3,0
19920926,10606,23.1,103.86,9,3.4,0
19921002,28725,25.73,100.75,11,3,0
19921004,32524,23.57,102.63,10,4.6,1
19921017,31554,25.65,99.55,19,4.4,1
19921022,52652,23.15,101.79,12,3.1,0
19921031,57677,26.97,100.03,7,3.1,0
19921103,22134,27.55,99.83,19,3.6,0
19921107,14004,23.43,100.77,28,3,0
19921113,13344,26.04,99.92,22,3.5,0
19921117,73452,25.25,99.79,12,3,0
19921129,74347,24.01,103.03,22,3.8,0
19921204,45939,27.93,100.12,16,4.1,1
19921215,75104,27.01,104.33,15,3.2,0
19921216,18070,27.03,104.25,9,3.5,0
19921218,40904,26.37,100.81,30,5,1
19921218,46140,23.48,104.88,32,3,0
19921222,12618,26.36,100.73,18,4.8,1
19921222,19627,27.15,103.81,4,3.3,0
19921222,27782,26.36,100.64,14,3.8,0
19921222,40082,26.33,100.58,15,3.1,0
19930102,7156,27.54,100.58,11,3.5,0
19930102,39568,26.33,100.72,13,3.3,0
19930105,32841,26.33,101.3,5,3.2,0
19930111,14049,27.11,103.16,15,3.1,0
19930126,32579,25.25,99.26,29,3.1,0
19930126,73926,23.06,101.14,31,5.2,1
19930131,70414,25.9,101.49,33,4.8,1
19930201,42635,25.85,101.3,8,4.4,1
19930201,45102,25.84,101.32,7,3,0
19930203,44526,24.79,101.99,14,3.6,0
19930203,65903,24.18,102.51,15,3.2,0
19930213,46284,25.85,101.38,8,3,0
19930317,63543,23.85,103.25,15,3.2,0
19930325,45095,24.98,102.53,10,3.3,0
19930329,20715,27.6,103.03,15,4.2,1
19930329,83426,26.89,103,15,3.6,0
19930404,40816,27.65,99.6,12,3.6,0
19930406,56735,24.98,99.2,9,3.3,0
19930408,77713,27.94,100.98,14,3.8,0
19930418,60114,25.93,100.4,9,3,0
19930420,58247,25.72,100.37,5,3.1,0
19930423,76272,23.44,101.45,5,3,0
19930504,21599,28,99.63,14,3.6,0
19930505,49775,28,99.58,13,3.5,0
19930511,52540,27.94,99.58,15,4.1,1
19930512,53769,24,103.14,14,3.9,0
19930518,42489,25.8,103.14,13,3,0
19930525,13791,24.62,102.96,14,3.2,0
19930530,26793,23.74,100.32,20,4,0
19930530,27511,23.56,100.49,25,4.4,1
19930530,30746,23.43,100.39,28,4.2,1
19930530,32076,23.8,100.23,14,3.4,0
19930530,36073,23.68,100.44,19,3.6,0
19930530,78545,23.7,100.36,15,3.4,0
19930603,4537,23.33,100.1,11,4.8,1
19930603,77530,23.65,100.4,28,3,0
19930604,3841,23.69,100.42,9,4.8,1
19930604,6175,23.68,100.39,30,4,0
19930604,14965,23.71,100.55,11,3.1,0
19930604,33565,23.81,100.56,5,3.3,0
19930604,65615,23.66,100.42,14,3.3,0
19930606,46425,23.82,100.45,15,3.3,0
19930610,74309,23.65,100.47,12,4.2,1
19930622,69793,25.98,100.54,14,3,0
19930623,55492,24.77,99.39,18,3.3,0
19930623,56933,25.01,99.25,12,3,0
19930625,21909,23.56,100.47,10,3.2,0
19930630,51450,23.1,100.09,15,3,0
19930711,84197,28.01,99.52,14,3.3,0
19930711,84351,28.02,99.58,10,3.6,0
19930712,10672,27.37,100.62,11,3.1,0
19930714,47856,26.29,100.61,10,3.3,0
19930717,35192,27.98,99.7,12,5.1,1
19930719,40690,27.9,99.67,14,3.6,0
19930721,39005,24.06,100.46,11,3.1,0
19930729,44588,28.63,99.55,13,3.8,0
19930805,45341,25.77,101.29,10,3.8,0
19930810,21400,24.52,101.98,21,3.4,0
19930810,21963,24.56,101.83,11,3.1,0
19930810,24379,24.72,102.05,2,4.3,1
19930810,25361,24.67,101.87,19,3.1,0
19930810,58205,24.73,101.98,6,3,0
19930811,4054,23.55,100.42,13,4.2,1
19930814,52204,25.45,101.5,33,5,1
19930814,52489,25.42,101.29,6,4.1,1
19930818,15534,24.76,102.04,14,3.7,0
19930829,21656,26.26,100.73,12,3.4,0
19930829,60579,23.56,100.61,12,3.9,0
19930902,42720,23.59,100.59,3,3,0
19930904,36437,23.72,100.54,14,3.1,0
19930904,61736,26.65,99.23,15,3,0
19930905,202,23.6,100.48,8,3,0
19930911,62076,24.87,99.64,9,3.4,0
19930914,65553,22.99,102.92,10,3.2,0
19930916,32701,23.76,100.55,9,3.1,0
19930918,28682,25.68,100.36,10,3,0
19930919,72852,22.18,102.01,12,4.6,1
19930925,85870,23.54,100.42,10,3.9,0
19930928,74660,23.48,100.61,6,4,0
19930930,32426,25.84,103.56,11,3.2,0
19931006,55160,26.25,101.28,21,4,0
19931010,75371,23.45,100.55,5,3.8,0
19931012,16609,23.47,102.51,30,3.1,0
19931017,50306,23.62,100.5,24,3.2,0
19931018,11220,23.54,100.47,13,4.1,1
19931019,66257,23.33,100.42,10,3.6,0
19931021,56049,25.38,101.32,8,3.1,0
19931025,30772,23.72,100.54,26,4.1,1
19931026,73088,27.96,99.7,9,3.5,0
19931027,46193,23.63,100.48,25,3,0
19931103,36193,25.84,102.24,14,3,0
19931107,68982,24.6,104.44,13,3.7,0
19931110,46213,23.55,100.5,17,3.5,0
19931111,40650,25.3,99.73,15,3.3,0
19931112,83692,23.56,100.26,15,3.2,0
19931115,22469,24.96,99.3,9,3.2,0
19931117,75326,25.48,101.34,10,3,0
19931118,63492,23.75,100.55,23,3,0
19931214,1869,25.01,101.37,16,3.4,0
19931217,41631,27.46,100.85,14,3.9,0
19931221,36246,22.27,103.4,21,4.7,1
19940114,22218,26.46,100.25,14,3.1,0
19940115,72983,26.55,100.27,8,3.2,0
19940131,10421,25.08,99.2,28,3.2,0
19940204,73329,27.21,100.43,15,3.1,0
19940210,22624,24.88,99.26,9,3.3,0
19940210,66191,26.07,100.14,15,3.4,0
19940211,32368,25.94,100.11,9,3.3,0
19940212,72337,25.96,100.09,12,3.1,0
19940228,50607,25.06,101.48,15,3,0
19940306,61979,24.97,101.48,17,3.7,0
19940306,62155,24.95,101.38,14,4,0
19940312,85715,24.58,102.82,4,3.2,0
19940316,2957,23.65,100.34,33,3.5,0
19940317,63269,23.54,100.44,33,4.2,1
19940318,11381,23.56,100.47,33,3,0
19940318,58610,23.57,100.51,17,4,0
19940318,58838,23.6,100.39,14,3.6,0
19940318,61944,23.58,100.42,12,3.3,0
19940413,70921,23.59,100.52,14,3,0
19940415,63584,26.01,99.6,19,3,0
19940516,43321,27.22,100.98,5,3.2,0
19940518,18410,27.84,103.69,14,3.2,0
19940529,22919,23.59,100.31,18,3.2,0
19940623,61139,26.82,101.32,9,3.1,0
19940705,41745,23.5,100.62,27,4.3,1
19940705,43153,23.4,100.51,32,4.5,1
19940705,43936,23.55,100.47,19,3.3,0
19940705,67437,23.58,100.55,22,3.2,0
19940706,69737,23.52,100.5,17,3.5,0
19940711,3671,26.06,100.18,15,3.2,0
19940715,38688,26.86,100.25,16,3.4,0
19940716,35445,26.84,100.18,15,3.4,0
19940717,9770,26.47,100.01,16,3.4,0
19940730,63960,23.56,102.66,23,3.8,0
19940803,43929,28.21,99.65,4,3.4,0
19940812,79844,26.4,100.18,16,3.9,0
19940825,19678,26.3,100.45,10,3.1,0
19940909,76566,27.1,100.75,14,3.1,0
19940910,80026,25.77,101.45,23,3.3,0
19940916,75274,26.11,103.86,17,3,0
19940917,28501,23.68,100.58,29,3.4,0
19940919,55718,23.69,100.47,15,4.8,1
19940922,9116,27.79,100.95,26,3.1,0
19940922,39862,25.46,100.04,17,3.7,0
19940922,40929,25.58,99.99,9,3.6,0
19940925,6045,25.25,101.28,12,3.1,0
19941009,24910,26.88,103.03,13,3.2,0
19941024,63513,24.03,100.58,13,3.2,0
19941025,29487,25.44,99.88,9,3.1,0
19941105,34626,24.77,100.11,21,4,0
19941105,37743,24.71,100.1,15,3.7,0
19941107,81651,23.69,100.47,13,4.4,1
19941115,32425,23.5,100.45,25,3.6,0
19941118,61879,25.8,99.36,16,3.4,0
19941221,51058,23.28,103.84,11,3,0
19941225,47775,25.52,99.51,13,3.3,0
19950105,15518,26.84,100.25,13,3,0
19950116,45632,23.38,104.55,8,4.8,1
19950120,47268,25.21,99.51,22,3.4,0
19950120,60000,24.29,100.77,15,3.1,0
19950131,20503,25.72,99.95,13,3.6,0
19950216,1421,27.41,103.65,7,3.1,0
19950217,5922,24.51,102.13,12,3.5,0
19950219,23348,24.21,100.11,32,3.1,0
19950301,5217,24.48,104.75,30,3,0
19950305,25200,24.65,100.03,32,4.1,1
19950305,65139,24.62,100.04,15,3.5,0
19950314,49289,26.05,99.66,5,4,0
19950314,51527,25.92,99.66,13,3.7,0
19950314,55816,25.94,99.56,15,3.6,0
19950315,73554,25.95,99.57,16,3.5,0
19950325,81065,26.04,99.48,19,3.1,0
19950326,37667,23.72,100.43,17,3.9,0
19950404,3824,27.27,103.74,13,3,0
19950405,8496,25.97,102.74,13,3.4,0
19950405,8575,25.83,102.96,10,3.7,0
19950405,18300,25.95,102.82,22,3.7,0
19950424,58391,22.78,102.94,31,5,1
19950427,1529,27.11,100.82,10,3.5,0
19950512,13428,23.67,100.49,29,4.6,1
19950528,25626,25.81,99.82,14,3,0
19950602,67828,26.78,100.68,18,3.4,0
19950603,41339,27.41,100.8,23,4.4,1
19950605,33691,25.64,99.51,13,3.1,0
19950610,25050,25.18,99.39,19,3.2,0
19950613,85968,26.23,99.78,6,3.4,0
19950623,70144,23.39,103.94,33,3.5,0
19950625,47575,23.68,100.46,5,3.2,0
19950725,56485,23.22,105.82,14,4.5,1
19950727,35325,24.36,103.2,20,3.5,0
19950728,43794,27.32,103.8,17,4,0
19950730,2532,25.93,100.29,10,3.4,0
19950816,27181,23.83,102.02,10,3,0
19950826,14102,26.21,100.6,9,3,0
19950904,32137,26.63,101.92,16,3.6,0
19950911,49184,24.11,103.87,6,3.4,0
19951002,6297,25.36,102.02,8,3,0
19951004,10574,25.32,102.09,12,3.3,0
19951019,70899,25.48,99.82,5,3.1,0
19951023,85630,25.79,102.31,21,3.5,0
19951023,86138,25.81,102.31,25,3.6,0
19951024,595,25.77,102.22,7,3.7,0
19951024,1745,25.85,102.25,10,3.8,0
19951024,3644,25.83,102.29,9,4.4,1
19951024,4752,25.76,102.31,13,4.4,1
19951024,6004,25.95,102.42,13,3.6,0
19951024,7921,25.81,102.26,9,4,0
19951024,29294,25.9,102.44,9,4.2,1
19951024,38707,25.84,102.27,23,3.9,0
19951024,62998,25.87,102.28,15,3.5,0
19951024,63806,25.89,102.32,10,4.7,1
19951024,81175,25.91,102.16,9,4.4,1
19951024,83597,25.82,102.25,11,3.5,0
19951025,9777,25.85,102.4,9,4,0
19951025,11793,25.91,102.3,9,3.9,0
19951025,15712,25.8,102.33,9,4.1,1
19951025,63220,25.9,102.29,10,3.7,0
19951026,47978,25.84,102.33,17,3.4,0
19951026,83429,25.9,102.45,27,3.6,0
19951027,7537,25.89,102.32,11,3.8,0
19951028,74164,25.9,102.35,11,3.9,0
19951029,56762,25.84,102.26,25,3.1,0
19951029,62322,25.88,102.22,9,4.3,1
19951030,30392,25.9,102.45,10,3.6,0
19951101,3988,25.93,102.31,21,3.7,0
19951101,29409,25.86,102.35,18,4.8,1
19951102,38537,27.77,99.65,30,3.4,0
19951102,57614,25.87,102.35,14,3.2,0
19951102,77213,25.85,102.27,12,3.4,0
19951103,9580,25.89,102.29,14,3.4,0
19951103,11044,25.76,102.29,15,3.4,0
19951103,63814,25.82,102.24,12,3.1,0
19951103,73982,25.97,102.37,13,3.2,0
19951106,27414,25.9,102.19,21,3.2,0
19951107,13813,25.81,102.45,19,3.7,0
19951107,32059,25.12,99.75,15,3.5,0
19951107,74827,25.85,102.39,20,4.5,1
19951109,75316,22.14,102.8,24,5,1
19951109,76891,25.92,102.37,17,3.2,0
19951109,78786,25.84,102.25,9,3.2,0
19951110,17060,25.8,102.18,13,3,0
19951118,17293,25.74,102.37,23,3.4,0
19951119,76430,25.89,102.12,20,3.4,0
19951126,38580,25.8,102.43,19,3.2,0
19951127,36535,25.91,102.35,10,3.7,0
19951127,64843,25.76,102.22,4,3,0
19951128,65363,27,100.15,13,3.2,0
19951128,86116,25.8,102.19,8,3.1,0
19951129,51787,25.36,102.05,5,3.7,0
19951129,69410,25.71,102.25,16,3.6,0
19951130,38156,25.96,102.28,16,3.3,0
19951202,8726,25.96,102.2,19,3.2,0
19951202,15383,25.85,102.27,16,3,0
19951202,33242,23.75,101.98,24,3.7,0
19951202,59730,25.9,102.18,14,3.1,0
19951203,58644,25.85,102.15,16,3.6,0
19951207,74297,25.79,102.23,12,3.5,0
19951209,76720,26.14,99.8,9,3.6,0
19951209,77008,26.11,99.74,19,3.5,0
19951209,78186,26.2,99.75,15,3.2,0
19951211,56247,25.86,102.19,8,3.3,0
19951212,60185,27.17,104.1,14,3.5,0
19951227,36912,24.54,102.18,19,3.4,0
19960101,58385,25.91,102.47,25,3.1,0
19960101,80015,25.99,102,12,3.4,0
19960101,80036,25.85,102.27,12,3.5,0
19960103,72859,26.09,103.82,14,3.1,0
19960105,3210,25.76,102.37,19,3.4,0
19960105,61290,25.73,102.56,11,3.4,0
19960111,64655,25.88,102.51,9,3.4,0
19960120,63632,25.92,102.38,17,3.1,0
19960125,19370,25.93,102.38,12,3.1,0
19960125,47827,25.89,102.13,14,3,0
19960126,25290,25.99,102.34,2,3.2,0
19960127,44341,25.85,102.28,11,3.1,0
19960129,13601,25.92,102.51,6,3.5,0
19960202,82800,22.33,103.65,24,4.3,1
19960203,40460,27.34,100.25,10,7.1,1
19960203,41043,27.26,100.34,20,4.3,1
19960203,41984,27.2,100.17,11,4.7,1
19960203,42444,27.24,99.85,10,3.4,0
19960203,43105,27.12,100.22,10,4.5,1
19960203,43408,27.47,100.11,10,3.7,0
19960203,43697,27.23,100.24,11,4.8,1
19960203,44094,27.17,100.25,14,4.4,1
19960203,44588,27.18,100.05,10,3.8,0
19960203,45043,27.94,100.02,10,3.5,0
19960203,45421,27.08,100.07,8,3.9,0
19960203,46152,27.17,100.29,10,3.3,0
19960203,47851,27.19,100.18,10,4.4,1
19960203,48199,27.22,100.02,17,3.8,0
19960203,48912,27.11,100.33,15,3.4,0
19960203,50416,27.16,100.5,6,3.7,0
19960203,50593,27.33,99.71,10,3.6,0
19960203,50825,27.22,100.19,22,3.4,0
19960203,51256,26.93,100.19,12,3.5,0
19960203,51578,27.18,100.23,13,4.2,1
19960203,52561,27.13,100.12,10,3.2,0
19960203,53788,27.29,100.06,9,3.7,0
19960203,54603,26.98,99.89,10,3.6,0
19960203,57414,27.29,100.25,13,3.2,0
19960203,59492,27.25,100.21,25,3.5,0
19960203,61168,27.05,100.16,7,3.4,0
19960203,61746,27.39,100.17,19,3.5,0
19960203,64181,27.26,100.31,15,3.6,0
19960203,66760,27.16,100.17,15,3.1,0
19960203,67651,27.2,100.23,13,3.3,0
19960203,69037,27.13,100.05,13,3.8,0
19960203,70096,27.31,100.24,9,3.1,0
19960203,70397,27.55,100.18,26,3.3,0
19960203,70739,27.05,100.3,10,4.6,1
19960204,16670,26.99,100.21,16,4,0
19960204,20359,27.18,100.15,9,3.5,0
19960204,32962,27.09,100.26,16,3.6,0
19960204,61086,27.08,100.25,10,5.4,1
19960204,61895,27.09,100.06,25,3.1,0
19960204,67851,25.79,102.27,15,3.2,0
19960204,67851,25.79,102.27,15,3.2,0
19960204,75017,27.05,100.18,5,3.9,0
19960204,76487,27.2,100.32,9,3.2,0
19960204,82503,27.23,100.28,10,3,0
19960204,82670,27.05,100.21,11,4.4,1
19960204,84188,27.03,100.06,22,3.2,0
19960204,84961,27.15,100.21,9,3.2,0
19960204,85443,27.17,100.06,8,3.2,0
19960205,12371,26.91,100.25,10,4.4,1
19960205,66178,27.47,100.06,14,3.5,0
19960205,70823,26.99,100.24,10,4.2,1
19960205,75124,27.4,100.2,13,3.1,0
19960206,6154,27.19,100.1,11,4.5,1
19960206,9357,27.16,100.34,26,3.2,0
19960206,9989,27.28,100.27,12,4.5,1
19960206,18004,27.02,100.18,19,3.3,0
19960206,19473,27.35,99.99,14,3,0
19960206,27375,27.2,100.37,21,3,0
19960206,35845,27.11,100.4,5,3,0
19960206,35935,27.24,100.15,23,3.2,0
19960206,39867,26.82,100.01,19,3.9,0
19960206,49919,27.03,100.16,14,3,0
19960206,51528,27.15,100.1,14,3.4,0
19960206,69442,27.1,100.07,17,3.3,0
19960206,72538,27.21,100.33,11,4.7,1
19960206,78755,26.95,100.16,14,3.1,0
19960207,4173,27.04,100.68,7,3.6,0
19960207,26382,26.98,100.38,10,4.6,1
19960207,40218,27.41,100.99,5,3.2,0
19960207,49358,26.9,100.11,15,3.3,0
19960207,53245,26.9,100.75,9,3.5,0
19960207,55765,27.08,100.3,7,4.1,1
19960207,68354,27.11,99.97,30,3.3,0
19960207,75869,26.96,99.97,15,3.6,0
19960208,15634,26.9,100.21,17,3.1,0
19960208,29182,27.02,100.26,14,3.2,0
19960208,38094,27.21,99.97,25,3.5,0
19960208,79481,27.02,100.21,21,3.2,0
19960208,82003,27.04,100.34,12,4.2,1
19960208,83354,27.04,100.34,6,3.5,0
19960209,54653,27.09,100.32,18,3.6,0
19960210,46392,27.51,99.95,32,3.6,0
19960210,61562,26.99,100.18,5,3.3,0
19960211,7991,27.06,100.21,14,3.3,0
19960211,31411,27.41,100.27,16,3.8,0
19960211,70709,27.34,100.28,13,3.6,0
19960214,55244,26.92,100.2,10,4.1,1
19960215,4195,27.12,100.46,22,3.8,0
19960215,72197,27.29,99.79,5,3.4,0
19960216,11320,27.08,100.04,16,3.3,0
19960216,61047,27.03,100.28,8,4,0
19960223,55573,27.16,100.16,6,3.6,0
19960224,3459,27.28,100.15,17,4,0
19960224,52279,27.04,100.05,9,3.4,0
19960224,67117,27.24,100.14,9,3.8,0
19960225,77858,27.33,100.09,15,3.4,0
19960228,84108,26.94,100.1,21,4,0
19960229,8750,26.94,100.22,13,3.4,0
19960306,8168,25.95,102.58,2,3.2,0
19960306,24775,26.07,103.46,31,3,0
19960306,51382,26.85,100.26,9,3.1,0
19960309,56130,27.56,100.97,5,3.1,0
19960309,70942,23.87,103.24,31,3.7,0
19960313,13934,27.01,100.31,26,4.7,1
19960313,54362,26.49,99.24,14,3.1,0
19960313,70235,27.04,100.22,18,3.1,0
19960314,42078,27.18,100.6,5,3.6,0
19960315,3969,25.59,101.78,13,3.2,0
19960316,24413,27.01,100.35,28,4,0
19960318,83180,26.79,100.29,24,3.2,0
19960318,84404,26.98,100.25,15,3.1,0
19960320,5705,25.87,102.41,9,3.6,0
19960320,67121,25.92,102.2,2,3,0
19960323,7127,25.74,102.15,15,4,0
19960323,32799,25.87,102.17,9,3.1,0
19960324,4397,25.8,102.21,25,3,0
19960324,15043,26.75,99.59,13,3.1,0
19960324,56838,26.52,99.88,25,3.1,0
19960325,18789,24.85,103.95,24,3.3,0
19960328,51624,27.51,100.67,5,3.9,0
19960404,75635,25.85,102.27,5,3.5,0
19960414,50734,26.43,99.4,15,3,0
19960414,66927,26.53,99.42,10,3.7,0
19960416,77060,26.96,99.88,15,3.7,0
19960417,43117,26.23,99.52,30,3.4,0
19960428,3057,25.14,101.76,15,3.2,0
19960430,16082,24.35,101.89,14,3.2,0
19960508,3614,24.95,99.26,25,3.9,0
19960508,50738,27.12,100.14,32,3.3,0
19960513,70333,27.17,100.18,10,3.5,0
19960516,54679,26.98,99.96,21,3.4,0
19960527,6575,25.33,101.94,10,3.3,0
19960605,81141,27.26,100.15,27,3.5,0
19960613,5033,23.27,101.7,19,4.5,1
19960620,41157,26.95,99.66,0,3.6,0
19960701,20101,25.79,102.27,27,3,0
19960702,25505,26.94,100.2,29,5.1,1
19960702,27668,26.86,100.14,30,4.4,1
19960702,28920,27.03,100.63,5,3.7,0
19960703,30728,26.92,100.13,15,3.2,0
19960707,53551,25.73,102.35,14,3.4,0
19960713,53031,27.24,100.39,19,3.3,0
19960724,78252,26.05,99.14,30,4,0
19960726,36850,25.81,102.22,20,3.1,0
19960807,19569,23.01,100.05,8,4.1,1
19960810,65243,25.82,102.25,7,3.2,0
19960810,77998,25.62,99.94,19,3.2,0
19960814,2928,26.7,100.28,27,3.3,0
19960818,30910,27.15,100.31,15,3.9,0
19960819,69568,26.35,100.68,17,3.5,0
19960820,57057,26.28,100.58,14,3.1,0
19960823,20391,25.65,99.92,21,3.7,0
19960823,31653,25.52,100.02,16,3,0
19960827,74436,22.98,103.27,28,3.3,0
19960828,26721,26.94,100.3,13,3,0
19960828,83740,26.27,100.59,15,3.7,0
19960909,3492,27.44,100.17,18,3.3,0
19960911,68851,25.94,102.17,16,3,0
19960922,65255,24.26,100.55,15,3.6,0
19960924,69888,27.3,100.37,23,6,1
19960924,72628,27.26,100.43,24,3.2,0
19960924,75769,27.29,100.32,27,4.2,1
19960925,9689,27.29,100.42,21,4.6,1
19960925,45714,28.94,99.26,29,4.2,1
19960926,9929,27.27,100.32,25,4,0
19960927,4313,27.36,103.63,21,3.2,0
19960927,60213,27.05,100.35,5,3.1,0
19961006,37149,25.78,102.12,12,3.2,0
19961010,76279,25.8,99.34,23,3.4,0
19961010,85538,25.83,99.35,19,3.1,0
19961012,56958,28.61,99.57,13,3.4,0
19961012,83228,28.75,99.04,15,3.3,0
19961013,41260,26.76,100.44,9,3.3,0
19961013,52189,27.32,100.35,18,3.3,0
19961026,15429,26.85,100.18,22,3.6,0
19961028,45300,26.84,100.62,12,3.3,0
19961028,61589,25.54,99.34,20,3,0
19961029,22093,24.3,104.82,9,3.7,0
19961108,16347,25.89,102.3,25,3.8,0
19961110,46509,27.14,104.35,32,3.9,0
19961113,67911,22.71,103.21,15,4.7,1
19961125,57379,23.55,101.95,6,3.2,0
19961126,85238,28.87,99.15,26,4,0
19961129,55051,25.87,99.77,19,3.1,0
19961202,32818,25.67,102.22,12,3.1,0
19961220,35004,25.94,103.29,10,3,0
19970104,21996,26.17,99.78,5,3,0
19970107,65612,23.36,102.13,18,3.4,0
19970109,34970,23.69,104.39,5,3.8,0
19970112,36312,24.3,99.3,26,3.7,0
19970113,58111,24.3,104.85,17,3.3,0
19970122,5655,24.33,100.05,8,3.6,0
19970130,79991,22.03,103.68,30,3.2,0
19970201,34565,27.81,100.77,33,3.6,0
19970203,70558,23.95,105.89,13,3.8,0
19970205,54611,26.45,100.54,26,3.4,0
19970207,13543,25.69,102.07,8,3.2,0
19970210,70825,25.9,102.25,11,3.2,0
19970409,11479,26.82,100.5,18,3,0
19970414,54746,25.73,103.74,12,3.9,0
19970420,63316,27.09,103.16,15,3.5,0
19970422,42232,23.17,105.25,10,4.3,1
